id,name,ride,goff,lat,lon,demand,cityhall,samsan,taehwagang,ulsanuniv,hhi,uuh,ktx,eonyang,min_to_any,mean_to_centers,n_within
E1379,반구대입구,4,0,35.61405701,129.1476028,4,,,,,,,86.0,74.0,74.0,80.0,0
E1380,대곡박물관,1,0,35.61880551,129.1683385,1,,,,,,,108.0,98.0,98.0,103.0,0
E1381,울산암각화박물관,0,3,35.60858511,129.1700888,3,,,,,,,107.0,97.0,97.0,102.0,0
E1382,은편삼거리,9,0,35.63412113,129.2187683,9,85.0,98.0,105.0,71.0,,,90.0,103.0,71.0,92.0,0
E1383,장성마을,4,3,35.64848103,129.2122485,7,96.0,111.0,116.0,83.0,,,104.0,112.0,83.0,103.66666666666667,0
E1384,신기,12,1,35.63138016,129.2195448,13,81.0,96.0,102.0,69.0,,,86.0,101.0,69.0,89.16666666666667,0
E1385,은편중리,3,1,35.63628829,129.2174947,4,87.0,101.0,105.0,73.0,,,93.0,107.0,73.0,94.33333333333333,0
E1386,은편하리회관,6,1,35.6388874,129.2162455,7,84.0,98.0,105.0,72.0,,,91.0,104.0,72.0,92.33333333333333,0
E1387,아래하리,3,1,35.64580919,129.2108196,4,89.0,103.0,110.0,76.0,,,98.0,109.0,76.0,97.5,0
E1388,박제상유적지입구,1,0,35.65381966,129.230024,1,,,,114.0,,,,,114.0,114.0,0
E1389,장성,22,3,35.64136419,129.214313,25,87.0,102.0,107.0,75.0,,,94.0,108.0,75.0,95.5,0
E1390,상차리,6,0,35.63972132,129.117785,6,,,,,,,81.0,69.0,69.0,75.0,0
E1391,중차리,2,0,35.6364956,129.1223783,2,,,,,,,83.0,74.0,74.0,78.5,0
E1392,중하차리,2,0,35.6355437,129.1243227,2,,,,,,,86.0,76.0,76.0,81.0,0
E1393,하차리,15,0,35.63228295,129.1269465,15,,,,,,,81.0,68.0,68.0,74.5,0
E1394,진현,3,0,35.61082576,129.1465908,3,,,,,,,83.0,72.0,72.0,77.5,0
E1395,중리마을,1,0,35.62209802,129.1383561,1,,,,,,,97.0,85.0,85.0,91.0,0
E1396,중리,2,0,35.62394373,129.1367206,2,,,,,,,92.0,81.0,81.0,86.5,0
E1397,음지,1,0,35.70318871,129.1633626,1,,,,,,,,,,,0
E1398,양지,3,0,35.70388037,129.166411,3,,,,,,,,117.0,117.0,117.0,0
E1399,미호입구(하동),0,1,35.67417946,129.1768682,1,,,,,,,113.0,105.0,105.0,109.0,0
E1400,미호,15,0,35.67417946,129.1768682,15,,,,,,,112.0,104.0,104.0,108.0,0
E1401,미호중동,2,0,35.67918043,129.1720983,2,,,,,,,113.0,106.0,106.0,109.5,0
E1402,상동회관,9,0,35.68587786,129.1632034,9,,,,,,,116.0,108.0,108.0,112.0,0
E1403,KCC산업단지입구,3,0,35.70345142,129.1952932,3,,,,,,,112.0,105.0,105.0,108.5,0
E1404,가정마을,1,0,35.69401313,129.1940375,1,,,,,,,114.0,107.0,107.0,110.5,0
E1405,도성암,1,0,35.700663,129.1953033,1,,,,,,,117.0,110.0,110.0,113.5,0
E1406,활천마을,2,0,35.70622185,129.1881779,2,,,,,,,116.0,109.0,109.0,112.5,0
E1407,내와,4,2,35.6919555,129.1216102,6,,,,,,,,,,,0
E1408,외와,4,0,35.70069212,129.1153048,4,,,,,,,,,,,0
E1409,중점,1,0,35.70468421,129.1292404,1,,,,,,,,,,,0
E1410,전읍,9,0,35.66273742,129.1726967,9,,,,,,,107.0,99.0,99.0,103.0,0
E1411,두서농공단지,3,1,35.66806197,129.1742599,4,,,,,,,109.0,101.0,101.0,105.0,0
E1412,유촌입구,2,0,35.66538548,129.173732,2,,,,,,,110.0,101.0,101.0,105.5,0
E1413,인보,49,4,35.64292062,129.1605444,53,,,,111.0,,,85.0,74.0,74.0,90.0,0
E1414,두서면행정복지센터,4,2,35.64543851,129.1609069,6,,,,109.0,,,85.0,72.0,72.0,88.66666666666667,0
E1415,두동입구,2,0,35.65302792,129.1665687,2,,,,110.0,,,100.0,89.0,89.0,99.66666666666667,0
E1416,두광중학교,13,0,35.65639347,129.1690079,13,,,,116.0,,,100.0,92.0,92.0,102.66666666666667,0
E1417,상선필,1,0,35.66370355,129.1246962,1,,,,,,,96.0,86.0,86.0,91.0,0
E1418,서하,10,1,35.63872259,129.1582143,11,,,,113.0,,,81.0,70.0,70.0,88.0,0
E1419,대정,7,2,35.63502605,129.1582779,9,,,,119.0,,,90.0,77.0,77.0,95.33333333333333,0
E1420,대리,13,0,35.59278141,129.1086238,13,,,,106.0,,,60.0,51.0,51.0,72.33333333333333,0
E1421,명동,1,0,35.59073361,129.1063247,1,118.0,,,101.0,,,57.0,46.0,46.0,80.5,0
E1422,상북면행정복지센터,137,22,35.59103227,129.0892443,159,102.0,112.0,,85.0,,,41.0,29.0,29.0,73.8,2
E1423,경의고등학교,137,9,35.58784004,129.0931419,146,99.0,108.0,115.0,82.0,,,38.0,28.0,28.0,78.33333333333333,2
E1424,궁평마을,7,3,35.59711745,129.0856922,10,104.0,113.0,,86.0,,,42.0,31.0,31.0,75.2,2
E1425,울산과학고,1,0,35.59687799,129.0999864,1,119.0,,,102.0,,,55.0,45.0,45.0,80.25,1
E1426,도동마을,4,0,35.59210313,129.0947599,4,109.0,119.0,,91.0,,,47.0,36.0,36.0,80.4,1
E1427,지화,10,2,35.57991356,129.0918042,12,109.0,119.0,,92.0,,,48.0,37.0,37.0,81.0,1
E1428,큰나무놀이터,6,2,35.58435284,129.0848133,8,112.0,,,96.0,,,52.0,40.0,40.0,75.0,1
E1429,후리,17,2,35.5798119,129.0853508,19,113.0,,,97.0,,,51.0,40.0,40.0,75.25,1
E1430,오산회관,3,0,35.5853506,129.0833964,3,113.0,,,95.0,,,52.0,41.0,41.0,75.25,1
E1431,이천마을입구,3,0,35.5443984,129.0133058,3,,,,,,,103.0,93.0,93.0,98.0,0
E1432,이천분교,2,0,35.5404709,129.0128245,2,,,,,,,110.0,100.0,100.0,105.0,0
E1433,신불산자연휴양림,2,0,35.55103086,129.0148495,2,,,,,,,102.0,92.0,92.0,97.0,0
E1434,배내정상,2,2,35.57923062,129.0281453,4,,,,,,,87.0,77.0,77.0,82.0,0
E1435,내리정마을,0,2,35.56073968,129.0209929,2,,,,,,,100.0,89.0,89.0,94.5,0
E1436,석남사,62,16,35.61782694,129.0394276,78,,,,106.0,,,61.0,49.0,49.0,72.0,0
E1437,살티,0,2,35.61209166,129.0409186,2,,,,118.0,,,71.0,60.0,60.0,83.0,0
E1438,삽재,7,0,35.63216283,129.0550422,7,,,,117.0,,,73.0,63.0,63.0,84.33333333333333,0
E1439,소야정,15,3,35.617359,129.056048,18,,,,105.0,,,59.0,48.0,48.0,70.66666666666667,0
E1440,행정,24,2,35.61638207,129.0463277,26,,,,105.0,,,60.0,49.0,49.0,71.33333333333333,0
E1441,소야정교,5,1,35.61669704,129.0599742,6,116.0,,,100.0,,,56.0,45.0,45.0,79.25,1
E1442,사광,2,0,35.57382409,129.0842428,2,119.0,,,101.0,,,55.0,44.0,44.0,79.75,1
E1443,명촌,3,0,35.55775563,129.3570042,3,35.0,28.0,19.0,51.0,49.0,59.0,89.0,101.0,19.0,53.875,3
E1444,천전회관,5,0,35.57040989,129.1006179,5,105.0,114.0,,88.0,,,44.0,32.0,32.0,76.6,2
E1445,세원울산영업소,1,1,35.57415425,129.097027,2,104.0,114.0,,87.0,,,44.0,32.0,32.0,76.2,2
E1446,지곡,14,0,35.58808966,129.0608708,14,,,,,,,76.0,66.0,66.0,71.0,0
E1447,양등마을,4,1,35.60033281,129.0766478,5,114.0,,,97.0,,,51.0,39.0,39.0,75.25,1
E1448,텃걸마을입구,0,2,35.59735088,129.0752992,2,119.0,,,101.0,,,57.0,45.0,45.0,80.5,1
E1449,거리동회관,10,1,35.59002952,129.0764698,11,,,,102.0,,,58.0,45.0,45.0,68.33333333333333,1
E1450,신기입구,63,5,35.63138016,129.2195448,68,83.0,96.0,103.0,71.0,,,88.0,102.0,71.0,90.5,0
E1451,궁근정,23,4,35.6168521,129.0669399,27,114.0,,,98.0,,,55.0,45.0,45.0,78.0,1
E1452,삼진아파트,3,1,35.61836517,129.0736921,4,,,,104.0,,,59.0,48.0,48.0,70.33333333333333,0
E1453,동호그린코아,12,0,35.61836346,129.0718136,12,,,,104.0,,,58.0,48.0,48.0,70.0,0
E1454,진우훼미리아파트,5,0,35.61622972,129.0727281,5,117.0,,,100.0,,,54.0,43.0,43.0,78.5,1
E1455,상북농공단지,21,7,35.61124406,129.0747765,28,110.0,,,94.0,,,49.0,37.0,37.0,72.5,1
E1456,양등입구,33,12,35.6007074,129.0816076,45,106.0,115.0,,89.0,,,45.0,33.0,33.0,77.6,2
E1457,찬물내기,32,21,35.60118856,129.0795783,53,109.0,119.0,,91.0,,,47.0,36.0,36.0,80.4,1
E1458,양동,1,1,35.46693965,129.2924745,2,46.0,58.0,64.0,69.0,97.0,106.0,115.0,,46.0,79.28571428571429,0
E1459,면허시험장,70,15,35.57806251,129.1002767,85,95.0,106.0,113.0,79.0,,,34.0,24.0,24.0,75.16666666666667,2
E1460,상북중학교,66,3,35.58274613,129.098866,69,98.0,107.0,114.0,81.0,,,37.0,24.0,24.0,76.83333333333333,2
E1461,청구골든,29,1,35.57210775,129.1074273,30,91.0,100.0,107.0,73.0,,,32.0,20.0,20.0,70.5,2
E1462,능산,6,2,35.57565745,129.1040834,8,91.0,101.0,108.0,74.0,,,32.0,20.0,20.0,71.0,2
E1463,향산,12,2,35.58581823,129.0964444,14,97.0,107.0,115.0,80.0,,,37.0,25.0,25.0,76.83333333333333,2
E1464,태종,2,0,35.69549322,129.0805072,2,,,,,,,113.0,101.0,101.0,107.0,0
E1465,태종잿골,2,0,35.69321268,129.0831415,2,,,,,,,108.0,98.0,98.0,103.0,0
E1466,소호,7,0,35.6698292,129.0861144,7,,,,,,,95.0,84.0,84.0,89.5,0
E1467,와리,1,0,35.66909518,129.0790234,1,,,,,,,94.0,81.0,81.0,87.5,0
E1468,자수정동굴입구,2,1,35.55326619,129.0931521,3,105.0,116.0,,89.0,,,40.0,30.0,30.0,76.0,2
E1469,간월입구,8,2,35.55716742,129.0725844,10,115.0,,,97.0,,,49.0,39.0,39.0,75.0,1
E1470,신불산온천,1,1,35.55461153,129.0767005,2,115.0,,,98.0,,,52.0,42.0,42.0,76.75,1
E1471,간월사앞,0,2,35.55485151,129.0747782,2,116.0,,,100.0,,,51.0,41.0,41.0,77.0,1
E1472,복합웰컴센터,10,2,35.55540854,129.0697315,12,117.0,,,102.0,,,53.0,43.0,43.0,78.75,1
E1473,등억,7,0,35.5558289,129.0869873,7,106.0,118.0,,91.0,,,43.0,34.0,34.0,78.4,2
E1474,하작,9,0,35.52036769,129.1792305,9,85.0,96.0,103.0,64.0,,,96.0,93.0,64.0,89.5,0
E1475,지랑,7,0,35.49848893,129.1242409,7,115.0,,,95.0,,,73.0,62.0,62.0,86.25,0
E1476,조일입구,2,1,35.49853636,129.112807,3,117.0,,,96.0,,,69.0,61.0,61.0,85.75,0
E1477,조일,1,0,35.49853636,129.112807,1,118.0,,,97.0,,,69.0,62.0,62.0,86.5,0
E1478,하늘공원,19,0,35.46965159,129.136059,19,,,,119.0,,,100.0,92.0,92.0,103.66666666666667,0
E1479,자연장지,1,0,35.46982584,129.1362853,1,,,,117.0,,,98.0,91.0,91.0,102.0,0
E1480,출강,1,0,35.51509973,129.1662419,1,90.0,101.0,108.0,71.0,,,95.0,85.0,71.0,91.66666666666667,0
E1481,출강입구,2,0,35.51509973,129.1662419,2,90.0,101.0,107.0,69.0,,,94.0,85.0,69.0,91.0,0
E1482,상작,3,0,35.51648289,129.1845954,3,86.0,97.0,104.0,64.0,,,102.0,92.0,64.0,90.83333333333333,0
E1483,작동마을,7,0,35.51248672,129.1859528,7,81.0,93.0,100.0,63.0,,,101.0,95.0,63.0,88.83333333333333,0
E1484,산현,6,1,35.48924485,129.1781311,7,107.0,117.0,,89.0,,,116.0,103.0,89.0,106.4,0
E1485,내외양,4,0,35.50662087,129.1375818,4,106.0,118.0,,87.0,,,74.0,66.0,66.0,90.2,0
E1486,삼동면민운동장,4,0,35.50354436,129.1316852,4,111.0,119.0,,90.0,,,78.0,69.0,69.0,93.4,0
E1487,보은,13,0,35.50939767,129.143449,13,103.0,114.0,,83.0,,,73.0,62.0,62.0,87.0,0
E1488,사촌(삼동면사무소),2,0,35.5207877,129.1568265,2,96.0,107.0,113.0,74.0,,,82.0,71.0,71.0,90.5,0
E1489,왕방,1,0,35.51417527,129.1557021,1,96.0,107.0,115.0,77.0,,,80.0,70.0,70.0,90.83333333333333,0
E1490,하잠,4,0,35.52361952,129.1622859,4,92.0,103.0,110.0,72.0,,,85.0,74.0,72.0,89.33333333333333,0
E1491,삼동초등학교,6,1,35.52342098,129.1581321,7,96.0,105.0,112.0,75.0,,,83.0,77.0,75.0,91.33333333333333,0
E1492,사촌,9,0,35.5207877,129.1568265,9,95.0,107.0,113.0,75.0,,,84.0,77.0,75.0,91.83333333333333,0
E1493,금곡,1,1,35.51187349,129.1493825,2,103.0,114.0,,80.0,,,77.0,69.0,69.0,88.6,0
E1494,왕방입구,1,0,35.51417527,129.1557021,1,99.0,110.0,118.0,78.0,,,84.0,73.0,73.0,93.66666666666667,0
E1495,왕방마을,1,0,35.51528977,129.1589253,1,106.0,117.0,,83.0,,,85.0,74.0,74.0,93.0,0
E1496,금곡경로당,3,0,35.50263368,129.1407908,3,,,,104.0,,,77.0,63.0,63.0,81.33333333333333,0
E1497,금곡마을회관,2,0,35.50801023,129.1496002,2,110.0,,,89.0,,,71.0,60.0,60.0,82.5,0
