id,name,ride,goff,lat,lon,demand,cityhall,samsan,taehwagang,ulsanuniv,hhi,uuh,ktx,eonyang,min_to_any,mean_to_centers,n_within
E1151,덕하교,2,3,35.48715988,129.3002143,5,33.0,46.0,53.0,55.0,86.0,93.0,100.0,107.0,33.0,71.625,1
E1152,송전1구경로당,7,2,35.48729902,129.3069097,9,33.0,45.0,52.0,54.0,84.0,92.0,97.0,105.0,33.0,70.25,2
E1153,청량중학교정문,17,4,35.48772848,129.3077437,21,32.0,44.0,51.0,53.0,83.0,91.0,98.0,105.0,32.0,69.625,2
E1154,상남골드클래스,2,0,35.48385284,129.3046348,2,38.0,49.0,56.0,58.0,87.0,96.0,103.0,110.0,38.0,74.625,1
E1155,덕하역,8,1,35.49350249,129.303703,9,31.0,43.0,50.0,54.0,80.0,90.0,98.0,105.0,31.0,68.875,2
E1156,청량읍행정복지센터,1,1,35.49280133,129.3059559,2,30.0,41.0,48.0,51.0,80.0,88.0,96.0,106.0,30.0,67.5,2
E1157,개산교,0,1,35.49569082,129.2918128,1,51.0,63.0,70.0,55.0,103.0,110.0,102.0,113.0,51.0,83.375,0
E1158,진곡교,3,0,35.50130137,129.2865663,3,52.0,63.0,69.0,51.0,101.0,109.0,99.0,108.0,51.0,81.5,0
E1159,만주곡,2,1,35.50995318,129.275727,3,49.0,59.0,66.0,40.0,96.0,107.0,91.0,98.0,40.0,75.75,1
E1160,진곡마을,1,0,35.50685029,129.2834815,1,48.0,60.0,67.0,50.0,99.0,107.0,101.0,108.0,48.0,80.0,0
E1161,울산구치소입구,22,9,35.52865414,129.2589255,31,48.0,58.0,65.0,26.0,95.0,104.0,76.0,85.0,26.0,69.625,1
E1162,수문마을회관,4,2,35.50911281,129.2650071,6,85.0,95.0,101.0,66.0,,,115.0,,66.0,92.4,0
E1163,울산구치소,1,0,35.52865414,129.2589255,1,48.0,59.0,65.0,25.0,97.0,106.0,76.0,85.0,25.0,70.125,1
E1164,두현회관앞,6,1,35.52693228,129.2601103,7,51.0,61.0,68.0,28.0,99.0,108.0,79.0,86.0,28.0,72.5,1
E1165,두현교앞,6,0,35.52298606,129.2624259,6,54.0,64.0,71.0,33.0,102.0,109.0,82.0,92.0,33.0,75.875,1
E1166,죽전교,2,0,35.5139568,129.2723677,2,51.0,61.0,68.0,38.0,99.0,110.0,88.0,97.0,38.0,76.5,1
E1167,죽전마을,5,0,35.53138077,129.0101476,5,,,,,,,110.0,100.0,100.0,105.0,0
E1168,농업기술센터,1,0,35.52243809,129.2657419,1,54.0,64.0,71.0,34.0,102.0,111.0,84.0,92.0,34.0,76.5,1
E1169,반정삼거리,17,24,35.49199786,129.2292877,41,52.0,62.0,69.0,32.0,101.0,110.0,85.0,91.0,32.0,75.25,1
E1170,삼정초등학교,103,4,35.49206878,129.2329554,107,55.0,67.0,74.0,38.0,105.0,114.0,87.0,94.0,38.0,79.25,1
E1171,쌍용하나빌리지,390,20,35.49559591,129.238008,410,57.0,70.0,77.0,43.0,107.0,116.0,92.0,101.0,43.0,82.875,1
E1172,쌍용하나빌리지206,12,6,35.49426343,129.2392216,18,60.0,72.0,78.0,44.0,110.0,117.0,96.0,103.0,44.0,85.0,1
E1173,쌍용하나빌리지종점,252,5,35.49559591,129.238008,257,58.0,69.0,76.0,40.0,109.0,117.0,93.0,97.0,40.0,82.375,1
E1174,상정마을회관,8,2,35.4943033,129.2662492,10,57.0,69.0,75.0,67.0,108.0,115.0,114.0,,57.0,86.42857142857143,0
E1175,반정마을,5,1,35.49998563,129.2417748,6,64.0,74.0,81.0,49.0,114.0,,100.0,108.0,49.0,84.28571428571429,0
E1176,상정마을,2,0,35.49562695,129.258091,2,58.0,71.0,76.0,64.0,108.0,116.0,112.0,,58.0,86.42857142857143,0
E1177,율리,350,104,35.53072727,129.2485281,454,41.0,51.0,57.0,18.0,88.0,97.0,68.0,76.0,18.0,62.0,2
E1178,울주군청정문,32,11,35.52178932,129.2432278,43,46.0,56.0,63.0,22.0,93.0,103.0,72.0,81.0,22.0,67.0,1
E1179,영해마을,151,41,35.5255588,129.2451332,192,40.0,51.0,58.0,16.0,88.0,98.0,69.0,77.0,16.0,62.125,2
E1180,울주군청,102,33,35.52178932,129.2432278,135,45.0,56.0,63.0,22.0,92.0,104.0,70.0,81.0,22.0,66.625,2
E1181,문수초등학교,21,4,35.5198788,129.2422679,25,49.0,59.0,66.0,26.0,97.0,106.0,77.0,85.0,26.0,70.625,1
E1182,율현마을,20,7,35.50961256,129.236668,27,51.0,61.0,68.0,28.0,100.0,109.0,79.0,88.0,28.0,73.0,1
E1183,문수데시앙3단지,27,5,35.52588749,129.2437112,32,46.0,56.0,62.0,23.0,93.0,102.0,71.0,81.0,23.0,66.75,1
E1184,안영축종점,3,0,35.52919653,129.2294266,3,64.0,75.0,81.0,42.0,113.0,,91.0,99.0,42.0,80.71428571428571,1
E1185,안영축,1,1,35.52919653,129.2294266,2,63.0,73.0,80.0,42.0,110.0,,90.0,96.0,42.0,79.14285714285714,1
E1186,영축사지,10,0,35.53001554,129.2339158,10,57.0,64.0,72.0,36.0,103.0,113.0,85.0,93.0,36.0,77.875,1
E1187,낭지교,4,0,35.52891496,129.2379011,4,52.0,62.0,69.0,29.0,99.0,108.0,81.0,87.0,29.0,73.375,1
E1188,영해노인회관,11,0,35.52730935,129.2410527,11,47.0,57.0,64.0,24.0,95.0,104.0,73.0,81.0,24.0,68.125,1
E1189,문수초등학교정문,1,0,35.5198788,129.2422679,1,49.0,59.0,66.0,25.0,98.0,107.0,77.0,86.0,25.0,70.875,1
E1190,신촌마을,28,12,35.46803416,129.3209706,40,41.0,52.0,59.0,62.0,92.0,99.0,106.0,112.0,41.0,77.875,1
E1191,용암마을,15,9,35.46945558,129.3163432,24,40.0,52.0,60.0,62.0,91.0,99.0,105.0,114.0,40.0,77.875,1
E1192,용연유수지,4,3,35.48016491,129.3335457,7,67.0,79.0,86.0,88.0,119.0,,,,67.0,87.8,0
E1193,화학재난합동방재센터,3,0,35.47457421,129.3301028,3,63.0,73.0,80.0,82.0,111.0,,,,63.0,81.8,0
E1194,마산입구,116,22,35.53776076,129.1216112,138,89.0,100.0,107.0,74.0,,,19.0,24.0,19.0,68.83333333333333,2
E1195,벌장,91,16,35.54598488,129.1141635,107,90.0,100.0,108.0,74.0,,,25.0,19.0,19.0,69.33333333333333,2
E1196,작천정입구,83,15,35.55086543,129.1023041,98,99.0,111.0,118.0,84.0,,,34.0,25.0,25.0,78.5,2
E1197,울산산업고등학교,146,30,35.55374855,129.1176664,176,88.0,99.0,105.0,72.0,,,23.0,13.0,13.0,66.66666666666667,2
E1198,동문디이스트,39,8,35.557922,129.1318246,47,79.0,90.0,98.0,63.0,,,13.0,18.0,13.0,60.166666666666664,2
E1199,우성스마트시티뷰,43,4,35.55913647,129.1280357,47,81.0,94.0,100.0,66.0,,,15.0,15.0,15.0,61.833333333333336,2
E1200,울산전시컨벤션센터(UECO),4,7,35.55580327,129.1328297,11,75.0,87.0,94.0,59.0,,,9.0,17.0,9.0,56.833333333333336,2
E1201,서울산보람병원,104,27,35.55928466,129.1209842,131,84.0,95.0,102.0,69.0,,,20.0,12.0,12.0,63.666666666666664,2
E1202,상평마을,34,12,35.56227357,129.1218301,46,82.0,94.0,101.0,66.0,,,18.0,9.0,9.0,61.666666666666664,2
E1203,작천교,4,1,35.5485267,129.1082896,5,95.0,106.0,113.0,79.0,,,30.0,22.0,22.0,74.16666666666667,2
E1204,센트레빌더테라스,3,1,35.55555076,129.1285088,4,80.0,93.0,99.0,66.0,,,15.0,19.0,15.0,62.0,2
E1205,영남알프스타운,77,4,35.54368689,129.1073082,81,98.0,109.0,116.0,82.0,,,31.0,25.0,25.0,76.83333333333333,2
E1206,삼남읍행정복지센터,42,7,35.54176234,129.1074895,49,96.0,108.0,114.0,79.0,,,29.0,25.0,25.0,75.16666666666667,2
E1207,언양병원,0,2,35.5605786,129.1259083,2,80.0,91.0,98.0,64.0,,,20.0,5.0,5.0,59.666666666666664,2
E1208,언삼교,18,6,35.56328171,129.1166404,24,85.0,95.0,103.0,69.0,,,26.0,16.0,16.0,65.66666666666667,2
E1209,부산은행,25,3,35.55773449,129.1195576,28,87.0,97.0,104.0,70.0,,,24.0,16.0,16.0,66.33333333333333,2
E1210,울주보건소,10,1,35.55835256,129.113487,11,89.0,101.0,107.0,73.0,,,28.0,16.0,16.0,69.0,2
E1211,향교마을,5,0,35.55690588,129.1149897,5,92.0,102.0,110.0,75.0,,,30.0,20.0,20.0,71.5,2
E1212,소슬채아파트앞,6,1,35.55284988,129.1135041,7,94.0,105.0,111.0,77.0,,,31.0,21.0,21.0,73.16666666666667,2
E1213,청조공원,7,1,35.55350962,129.112271,8,93.0,103.0,110.0,75.0,,,30.0,19.0,19.0,71.66666666666667,2
E1214,서부노인복지관,30,5,35.55651968,129.112876,35,91.0,102.0,109.0,74.0,,,29.0,17.0,17.0,70.33333333333333,2
E1215,교동주공아파트,88,3,35.55984789,129.113888,91,89.0,99.0,106.0,72.0,,,28.0,16.0,16.0,68.33333333333333,2
E1216,계룡리슈빌아파트,23,3,35.56238382,129.1143897,26,90.0,98.0,106.0,72.0,,,27.0,16.0,16.0,68.16666666666667,2
E1217,부일맨션,3,0,35.53920301,129.1049127,3,100.0,111.0,118.0,84.0,,,35.0,27.0,27.0,79.16666666666667,2
E1218,새진흥아파트,2,1,35.54014484,129.1065906,3,98.0,108.0,114.0,81.0,,,32.0,26.0,26.0,76.5,2
E1219,KTX울산역출발,1,0,35.55064862,129.1388408,1,68.0,83.0,88.0,55.0,116.0,,0.0,17.0,0.0,61.0,2
E1220,가천,50,10,35.52284318,129.0960355,60,107.0,117.0,,90.0,,,43.0,38.0,38.0,79.0,2
E1221,신안입구,16,1,35.52549975,129.0993844,17,105.0,116.0,,88.0,,,42.0,37.0,37.0,77.6,2
E1222,공암,19,6,35.53035442,129.1024332,25,103.0,115.0,,87.0,,,39.0,35.0,35.0,75.8,2
E1223,대원그린아파트,55,10,35.53237488,129.1048769,65,98.0,109.0,117.0,82.0,,,35.0,30.0,30.0,78.5,2
E1224,상천마을,1,0,35.51861911,129.1067332,1,,,,109.0,,,61.0,55.0,55.0,75.0,0
E1225,지내마을,5,0,35.51852028,129.0958887,5,109.0,118.0,,91.0,,,44.0,38.0,38.0,80.0,2
E1226,삼남중학교,78,3,35.52395502,129.0976489,81,106.0,117.0,,90.0,,,42.0,37.0,37.0,78.4,2
E1227,신복회관,2,0,35.53193981,129.1169504,2,108.0,,,92.0,,,41.0,40.0,40.0,70.25,2
E1228,상천마을회관,3,0,35.51966706,129.1067525,3,,,,109.0,,,61.0,54.0,54.0,74.66666666666667,0
E1229,신안마을회관앞,7,0,35.52550223,129.1075779,7,115.0,,,100.0,,,51.0,46.0,46.0,78.0,0
E1230,언양정비,3,3,35.52776002,129.1005317,6,109.0,118.0,,91.0,,,42.0,38.0,38.0,79.6,2
E1231,지내,6,0,35.51852028,129.0958887,6,106.0,118.0,,91.0,,,42.0,40.0,40.0,79.4,2
E1232,쌍수입구,6,0,35.54062276,129.1326322,6,80.0,93.0,99.0,64.0,,,12.0,23.0,12.0,61.833333333333336,2
E1233,KTX울산역,3650,959,35.55064862,129.1388408,4609,69.0,84.0,89.0,54.0,117.0,,0.0,17.0,0.0,61.42857142857143,2
E1234,삼남신화,9,1,35.53838228,129.1259058,10,80.0,94.0,100.0,66.0,,,14.0,23.0,14.0,62.833333333333336,2
E1235,마산,3,0,35.53776076,129.1216112,3,88.0,100.0,107.0,73.0,,,21.0,25.0,21.0,69.0,2
E1236,금아드림팰리스,101,24,35.54705004,129.1403524,125,79.0,91.0,97.0,62.0,,,10.0,18.0,10.0,59.5,2
E1237,중남초등학교,37,9,35.53693028,129.108418,46,94.0,106.0,112.0,78.0,,,30.0,23.0,23.0,73.83333333333333,2
E1238,마산1길입구,5,0,35.53841088,129.1186054,5,92.0,104.0,110.0,75.0,,,23.0,25.0,23.0,71.5,2
E1239,웃마산,2,0,35.5387662,129.1155466,2,91.0,103.0,109.0,76.0,,,27.0,21.0,21.0,71.16666666666667,2
E1240,후평마을,3,0,35.54345659,129.1238644,3,98.0,109.0,115.0,80.0,,,28.0,31.0,28.0,76.83333333333333,2
E1241,방기초등학교,38,5,35.50698788,129.0921933,43,111.0,,,96.0,,,49.0,42.0,42.0,74.5,1
E1242,신흥마을입구,2,2,35.57552024,129.1312231,4,93.0,103.0,110.0,77.0,,,35.0,24.0,24.0,73.66666666666667,2
E1243,삼성SDI,43,7,35.51228998,129.0957661,50,111.0,,,93.0,,,47.0,41.0,41.0,73.0,1
E1244,이손요양병원,18,0,35.50614722,129.0911935,18,112.0,,,97.0,,,49.0,44.0,44.0,75.5,1
E1245,방기농협,6,0,35.50656017,129.0877146,6,117.0,,,102.0,,,54.0,48.0,48.0,80.25,0
E1246,삼아아파트,18,0,35.50814155,129.0844014,18,,,,106.0,,,58.0,53.0,53.0,72.33333333333333,0
E1247,은진빌라,3,0,35.50851595,129.0816549,3,,,,110.0,,,63.0,58.0,58.0,77.0,0
E1248,팰리스원,1,2,35.50873122,129.0801842,3,,,,113.0,,,67.0,60.0,60.0,80.0,0
E1249,상방마을종점,4,0,35.58111242,129.3658904,4,41.0,39.0,32.0,56.0,56.0,66.0,92.0,106.0,32.0,61.0,3
E1250,상방경로당,1,0,35.51060691,129.0805147,1,,,,112.0,,,64.0,59.0,59.0,78.33333333333333,0
E1251,청호빌라,1,0,35.51025833,129.0815828,1,,,,112.0,,,64.0,57.0,57.0,77.66666666666667,0
E1252,23-6번지,2,0,35.50958869,129.0825252,2,,,,110.0,,,62.0,56.0,56.0,76.0,0
E1253,보광사,7,0,35.50853774,129.0833804,7,,,,109.0,,,62.0,54.0,54.0,75.0,0
E1254,삼성교회,13,0,35.50755019,129.0856816,13,,,,103.0,,,55.0,50.0,50.0,69.33333333333333,0
E1255,동광카,3,2,35.50431282,129.0884528,5,116.0,,,101.0,,,53.0,47.0,47.0,79.25,0
E1256,방기,87,22,35.50528103,129.0896029,109,115.0,,,97.0,,,50.0,44.0,44.0,76.5,1
E1257,강당경로당,5,0,35.52440601,129.0936868,5,111.0,,,94.0,,,48.0,41.0,41.0,73.5,1
E1258,신리마을,4,2,35.59789094,129.1103533,6,,,,109.0,,,63.0,55.0,55.0,75.66666666666667,0
E1259,서생농협,39,9,35.34812072,129.3232945,48,119.0,,,,,,,,119.0,119.0,0
E1260,신암,6,0,35.34692715,129.3205178,6,,,,,,,,,,,0
E1261,신리삼거리,8,0,35.59789094,129.1103533,8,,,,108.0,,,64.0,56.0,56.0,76.0,0
E1262,신리입구,2,0,35.59789094,129.1103533,2,,,,107.0,,,64.0,57.0,57.0,76.0,0
E1263,서생면행정복지센터입구,46,11,35.34964964,129.3251978,57,119.0,,,,,,,,119.0,119.0,0
E1264,신암입구,25,5,35.34692715,129.3205178,30,,,,,,,,,,,0
E1265,신리,20,3,35.59789094,129.1103533,23,,,,107.0,,,62.0,52.0,52.0,73.66666666666667,0
E1266,서생교량,3,1,35.34423785,129.3039313,4,,,,,,,,,,,0
E1267,서생중학교,18,3,35.35074593,129.3294515,21,118.0,,,,,,,,118.0,118.0,0
E1268,연산마을,6,6,35.34375059,129.2997288,12,,,,,,,,,,,0
E1269,서생농협구동지점,57,10,35.34616132,129.2948674,67,,,,,,,,,,,0
E1270,서생역앞,28,11,35.3455751,129.2931625,39,,,,,,,,,,,0
E1271,산자골,18,2,35.35603789,129.3462989,20,114.0,,,,,,,,114.0,114.0,0
E1272,나사리,23,8,35.35679871,129.3432864,31,114.0,,,,,,,,114.0,114.0,0
E1273,나사리입구,33,3,35.35679871,129.3432864,36,115.0,,,,,,,,115.0,115.0,0
E1274,해연사,12,0,35.35656639,129.3445077,12,115.0,,,,,,,,115.0,115.0,0
E1275,나사마을,2,1,35.35727581,129.3396783,3,112.0,,,,,,,,112.0,112.0,0
E1276,나사해안길,6,0,35.35639731,129.3421182,6,116.0,,,,,,,,116.0,116.0,0
E1277,해돋이경로당,4,2,35.35373747,129.3473098,6,117.0,,,,,,,,117.0,117.0,0
E1278,바다펜션앞,3,1,35.35434726,129.3486342,4,118.0,,,,,,,,118.0,118.0,0
E1279,나사출장소,1,0,35.35502619,129.3426732,1,118.0,,,,,,,,118.0,118.0,0
E1280,화산장터,5,0,35.34918004,129.2953569,5,,,,,,,,,,,0
E1281,화산마을,2,0,35.35845732,129.293236,2,,,,,,,,,,,0
E1282,송정마을,10,2,35.36626877,129.353254,12,104.0,113.0,118.0,,,,,,104.0,111.66666666666667,0
E1283,간절곶,42,13,35.35942564,129.3552643,55,108.0,118.0,,,,,,,108.0,113.0,0
E1284,평동,16,4,35.35794526,129.3531798,20,108.0,,,,,,,,108.0,108.0,0
E1285,평동방파제입구,6,0,35.35535398,129.3544323,6,114.0,,,,,,,,114.0,114.0,0
E1286,평동해안길,0,1,35.35550691,129.3582562,1,118.0,,,,,,,,118.0,118.0,0
E1287,대송마을회관,5,0,35.36100933,129.3555316,5,110.0,119.0,,,,,,,110.0,114.5,0
E1288,울산기후위기대응교육센터,2,0,35.35893551,129.357333,2,111.0,,,,,,,,111.0,111.0,0
E1289,진하해수욕장입구,262,50,35.38457652,129.3438605,312,101.0,110.0,115.0,,,,,,101.0,108.66666666666667,0
E1290,진하공영주차장,8,0,35.38204153,129.3412263,8,99.0,110.0,115.0,,,,,,99.0,108.0,0
E1291,서생포왜성,13,6,35.38660456,129.3380502,19,98.0,108.0,113.0,119.0,,,,,98.0,109.5,0
E1292,솔개마을,7,2,35.37326521,129.3465066,9,102.0,114.0,119.0,,,,,,102.0,111.66666666666667,0
E1293,대성농수산,3,2,35.37050877,129.3530332,5,104.0,114.0,119.0,,,,,,104.0,112.33333333333333,0
E1294,진하해수욕장,1,0,35.38457652,129.3438605,1,100.0,112.0,117.0,,,,,,100.0,109.66666666666667,0
E1295,내회,4,0,35.40002275,129.3135611,4,87.0,100.0,106.0,108.0,,,,,87.0,100.25,0
E1296,서생교,6,2,35.39245805,129.3322315,8,98.0,109.0,114.0,117.0,,,,,98.0,109.5,0
E1297,술마,4,2,35.39651628,129.3211106,6,93.0,103.0,110.0,113.0,,,,,93.0,104.75,0
E1298,술마교,1,0,35.40295131,129.3109131,1,86.0,98.0,104.0,108.0,,,,,86.0,99.0,0
E1299,양암,3,0,35.35967943,129.2957653,3,,,,,,,,,,,0
E1300,막곡마을,2,0,35.36497237,129.2991068,2,,,,,,,,,,,0
E1301,초천마을,3,0,35.46626153,129.2162568,3,78.0,89.0,96.0,62.0,,,112.0,,62.0,87.4,0
E1302,석천마을,5,0,35.4706068,129.234813,5,83.0,92.0,100.0,68.0,,,118.0,,68.0,92.2,0
E1303,웅촌,536,102,35.46405392,129.2087556,638,63.0,76.0,83.0,48.0,115.0,,100.0,106.0,48.0,84.42857142857143,0
E1304,웅촌면사무소,11,3,35.46155212,129.2067462,14,69.0,79.0,85.0,54.0,119.0,,105.0,110.0,54.0,88.71428571428571,0
E1305,대진,10,12,35.45587463,129.2057094,22,67.0,80.0,87.0,60.0,,,110.0,117.0,60.0,86.83333333333333,0
E1306,서중회관,33,12,35.46282187,129.2027285,45,73.0,82.0,89.0,55.0,,,104.0,111.0,55.0,85.66666666666667,0
E1307,춘해보건대학교,329,21,35.45924906,129.1955556,350,73.0,85.0,92.0,56.0,,,109.0,112.0,56.0,87.83333333333333,0
E1308,웅촌LH아파트,49,7,35.45757811,129.1926517,56,79.0,89.0,96.0,59.0,,,111.0,118.0,59.0,92.0,0
E1309,웅촌면행정복지센터,64,10,35.46182038,129.2089742,74,75.0,84.0,90.0,55.0,,,105.0,113.0,55.0,87.0,0
E1310,웅촌목욕탕,12,2,35.46222267,129.2052318,14,73.0,85.0,91.0,55.0,,,107.0,114.0,55.0,87.5,0
E1311,웅촌초등학교,34,7,35.46463282,129.2082664,41,68.0,80.0,86.0,52.0,119.0,,104.0,110.0,52.0,88.42857142857143,0
E1312,검단마을,2,0,35.45622239,129.1846352,2,83.0,93.0,100.0,65.0,,,115.0,119.0,65.0,95.83333333333333,0
E1313,새검단,6,1,35.45609454,129.1893411,7,80.0,90.0,98.0,63.0,,,113.0,118.0,63.0,93.66666666666667,0
E1314,덕현마을,1,0,35.46712984,129.1727668,1,93.0,104.0,111.0,78.0,,,,,78.0,96.5,0
E1315,암곡마을,9,0,35.46325726,129.1748218,9,92.0,103.0,110.0,75.0,,,,,75.0,95.0,0
E1316,검단분교,19,0,35.45824922,129.177138,19,89.0,101.0,108.0,70.0,,,,,70.0,92.0,0
E1317,부전기도원,2,0,35.45329924,129.1791727,2,86.0,96.0,103.0,68.0,,,119.0,,68.0,94.4,0
E1318,검단마을회관,4,0,35.46026512,129.1836069,4,89.0,98.0,105.0,71.0,,,119.0,,71.0,96.4,0
E1319,검단공원,0,1,35.45870157,129.1802974,1,91.0,101.0,108.0,73.0,,,,,73.0,93.25,0
E1320,신암공단,2,0,35.47379364,129.1754511,2,102.0,112.0,,84.0,,,,,84.0,99.33333333333333,0
E1321,신암마을회관,31,3,35.46891899,129.1724131,34,95.0,105.0,112.0,77.0,,,,,77.0,97.25,0
E1322,은하,5,0,35.45762116,129.1671616,5,103.0,114.0,,86.0,,,,,86.0,101.0,0
E1323,서리,2,0,35.46439881,129.1646061,2,109.0,,,91.0,,,,,91.0,100.0,0
E1324,덕현,1,0,35.46961682,129.1653174,1,110.0,,,92.0,,,,,92.0,101.0,0
E1325,덕산,1,0,35.47107834,129.1686201,1,101.0,114.0,,86.0,,,,,86.0,100.33333333333333,0
E1326,연답삼거리,25,4,35.44244637,129.1730927,29,93.0,103.0,110.0,74.0,,,,,74.0,95.0,0
E1327,와지,12,1,35.43726102,129.1759808,13,94.0,105.0,112.0,77.0,,,,,77.0,97.0,0
E1328,괴천,9,1,35.45077829,129.175684,10,91.0,101.0,108.0,70.0,,,,,70.0,92.5,0
E1329,괴천다리,2,0,35.44765274,129.17434,2,95.0,106.0,113.0,78.0,,,,,78.0,98.0,0
E1330,고연국밥,16,8,35.44556098,129.17339,24,96.0,106.0,113.0,78.0,,,,,78.0,98.25,0
E1331,관동,5,0,35.44376181,129.1732944,5,93.0,103.0,110.0,74.0,,,,,74.0,95.0,0
E1332,한일금속,2,4,35.43931369,129.1758876,6,95.0,105.0,112.0,76.0,,,,,76.0,97.0,0
E1333,케이엠씨,4,0,35.43473814,129.1767584,4,94.0,105.0,111.0,81.0,,,,,81.0,97.75,0
E1334,반계입구,2,0,35.44949369,129.1601662,2,112.0,,,96.0,,,,,96.0,104.0,0
E1335,반계,5,0,35.44949369,129.1601662,5,112.0,,,93.0,,,,,93.0,102.5,0
E1336,하대마을,31,6,35.45022717,129.2012508,37,83.0,93.0,101.0,69.0,,,,,69.0,86.5,0
E1337,중대마을,33,8,35.4445001,129.1973961,41,74.0,85.0,92.0,63.0,,,115.0,,63.0,85.8,0
E1338,울산컨트리클럽,0,2,35.43671569,129.1904834,2,81.0,93.0,99.0,69.0,,,117.0,,69.0,91.8,0
E1339,대복입구울산예고,322,93,35.48410884,129.217036,415,56.0,67.0,74.0,39.0,106.0,115.0,89.0,97.0,39.0,80.375,1
E1340,신진자동차학원,13,10,35.48077583,129.2192745,23,56.0,67.0,74.0,43.0,107.0,117.0,94.0,99.0,43.0,82.125,1
E1341,오복마을,81,19,35.47500669,129.2195041,100,60.0,73.0,79.0,45.0,111.0,,94.0,101.0,45.0,80.42857142857143,1
E1342,대복입구,67,25,35.48479248,129.2168384,92,56.0,65.0,72.0,40.0,104.0,115.0,89.0,94.0,40.0,79.375,1
E1343,한솔그린빌,328,31,35.49011472,129.2123979,359,64.0,74.0,81.0,45.0,113.0,,94.0,98.0,45.0,81.28571428571429,1
E1344,당고개,5,1,35.50803394,129.1973133,6,79.0,90.0,97.0,60.0,,,101.0,99.0,60.0,87.66666666666667,0
E1345,신토불이,7,0,35.49247734,129.2113501,7,67.0,77.0,85.0,48.0,116.0,,98.0,102.0,48.0,84.71428571428571,0
E1346,대복구판장,12,3,35.48778069,129.2138988,15,61.0,71.0,78.0,41.0,109.0,118.0,93.0,97.0,41.0,83.5,1
E1347,오복회관,3,2,35.47359864,129.2215772,5,64.0,75.0,81.0,48.0,113.0,,100.0,105.0,48.0,83.71428571428571,0
E1348,박제상유적지,2,0,35.65381966,129.230024,2,,,,109.0,,,,119.0,109.0,114.0,0
E1349,옷밭,3,0,35.65488383,129.2341054,3,,,,116.0,,,,,116.0,116.0,0
E1350,칠조회관,5,0,35.64813157,129.235478,5,,,,112.0,,,,,112.0,112.0,0
E1351,밤골마을,3,0,35.64059114,129.2280584,3,101.0,114.0,,89.0,,,108.0,116.0,89.0,105.6,0
E1352,화전교회,1,0,35.65360687,129.2263288,1,119.0,,,106.0,,,,,106.0,112.5,0
E1353,비조,1,0,35.64694151,129.2329296,1,119.0,,,104.0,,,,118.0,104.0,113.66666666666667,0
E1354,이전마을,3,1,35.64328816,129.2280354,4,110.0,,,97.0,,,115.0,,97.0,107.33333333333333,0
E1355,율림,4,1,35.63826924,129.2243751,5,95.0,109.0,115.0,81.0,,,102.0,115.0,81.0,102.83333333333333,0
E1356,두동면행정복지센터,23,5,35.65451898,129.2012752,28,96.0,110.0,116.0,82.0,,,100.0,112.0,82.0,102.66666666666667,0
E1357,대밀사거리,5,1,35.65574627,129.1991745,6,94.0,108.0,112.0,81.0,,,101.0,112.0,81.0,101.33333333333333,0
E1358,허지기,0,1,35.6669294,129.215403,1,106.0,,,95.0,,,111.0,117.0,95.0,107.25,0
E1359,문화촌입구,8,0,35.67045473,129.2276633,8,110.0,,,97.0,,,115.0,118.0,97.0,110.0,0
E1360,당산,5,0,35.53599542,129.0109514,5,,,,,,,107.0,96.0,96.0,101.5,0
E1361,주원마을,7,0,35.66408511,129.199894,7,97.0,111.0,116.0,84.0,,,106.0,114.0,84.0,104.66666666666667,0
E1362,두동대밀,3,0,35.66020709,129.2015926,3,97.0,111.0,117.0,84.0,,,103.0,113.0,84.0,104.16666666666667,0
E1363,홍골,1,0,35.65089432,129.2057683,1,94.0,107.0,112.0,80.0,,,97.0,111.0,80.0,100.16666666666667,0
E1364,유지터,3,0,35.68700771,129.2273038,3,115.0,,,102.0,,,119.0,117.0,102.0,113.25,0
E1365,상월평,1,1,35.68857415,129.2246433,2,114.0,,,102.0,,,,119.0,102.0,111.66666666666667,0
E1366,월평회관,2,0,35.69531297,129.2121166,2,,,,112.0,,,,,112.0,112.0,0
E1367,하월평,7,0,35.69856761,129.2091383,7,,,,115.0,,,,,115.0,115.0,0
E1368,상월평입구,1,0,35.68857415,129.2246433,1,119.0,,,106.0,,,119.0,118.0,106.0,115.5,0
E1369,한들,1,0,35.69110766,129.2177419,1,,,,109.0,,,,,109.0,109.0,0
E1370,두동양지,1,0,35.65144863,129.2202033,1,110.0,,,96.0,,,117.0,,96.0,107.66666666666667,0
E1371,당지,2,0,35.65166607,129.2230836,2,112.0,,,100.0,,,119.0,,100.0,110.33333333333333,0
E1372,당지마을,4,0,35.65303093,129.2248318,4,118.0,,,106.0,,,,,106.0,112.0,0
E1373,활천입구,6,1,35.70968338,129.1956808,7,,,,,,,117.0,110.0,110.0,113.5,0
E1374,봉계,60,15,35.7138569,129.197825,75,,,,,,,113.0,106.0,106.0,109.5,0
E1375,계당마을회관,3,1,35.70988043,129.2027496,4,,,,,,,119.0,112.0,112.0,115.5,0
E1376,두동농공단지,1,0,35.70445182,129.2066105,1,,,,118.0,,,,116.0,116.0,117.0,0
E1377,봉월초등학교,3,0,35.70135132,129.2076236,3,,,,116.0,,,,,116.0,116.0,0
E1378,구량천전,9,2,35.61690732,129.1492874,11,,,,,,,89.0,79.0,79.0,84.0,0
